amount,transaction_hour,distance_from_home,transactions_last_24h,account_age_days,merchant_risk,device_change,is_fraud
48.21634243920025,15,16.393081860525342,7,1580,0.08383121637019908,0,0
18.162541432066078,3,12.812692245208817,2,2773,0.15747815030290702,1,0
24.73715217533583,22,43.155298091542804,2,1443,0.8983390663623919,0,0
18.143155601976343,2,2.576890762791516,6,2712,0.3821380444526209,1,0
211.08864938526534,19,25.165212716799825,5,833,0.4533021000099916,0,0
32.671488140927565,0,22.83573239726269,3,1362,0.34690267076761605,0,0
11.499333429580135,0,1.2886049301593918,2,1324,0.9333240207819249,0,0
75.38022043135769,9,4.893871063147698,6,991,0.10945521686965465,0,0
9.768435791659531,11,30.996008520494055,1,1664,0.18845384244297714,0,0
40.80740642682452,2,5.325598724806731,6,2173,0.28332825929935557,1,0
4.666129261753351,22,17.24248004523415,3,1104,0.02176353613576798,0,0
8.774185557651231,12,1.7485205532655748,5,2946,0.3007183117308708,0,0
40.32054884384979,5,5.043264962508308,2,681,0.8806734511131071,0,0
69.3015020105861,20,44.303892230780505,3,602,0.03858878764185436,0,0
39.30565026510774,23,8.981930040083636,0,48,0.26148889669381337,0,0
29.498862922761447,23,32.78541743887439,6,1260,0.8214557907354038,0,0
24.50546868831772,19,13.019720954689237,3,2180,0.7267998549868601,1,0
7.549474888367798,9,7.780141891301364,2,2304,0.8203923245796706,0,0
16.121532351799495,5,16.720183162892063,3,711,0.03325564274584791,0,0
20.891893836864757,0,15.270313401857605,4,627,0.5119103852528013,0,0
95.30880760972353,14,83.70171327898629,3,1175,0.8489360614589171,0,0
46.69412200248612,13,8.445010999121262,5,2056,0.8329943708953128,0,0
5.68004891582652,11,21.208820685876212,6,549,0.4441413983188237,0,0
45.790835342033404,9,23.39431078324747,3,1704,0.8311583677386565,0,0
22.531576369738442,8,19.688064689793418,4,2259,0.5349299321729398,0,0
16.828569367607855,20,13.048993046769429,2,2938,0.9451884975408076,0,0
61.0489675484779,14,30.601063945669743,5,2958,0.7859591976229362,0,0
92.85132170104536,13,29.23623413631041,4,775,0.4319307451636194,0,0
84.03892792027331,23,63.901263459813286,2,971,0.17954062482245658,0,0
14.307479990635311,9,75.41324191556167,4,1460,0.8058530110960515,0,0
24.30756513074789,0,4.847778802039352,3,2124,0.9373880181007666,0,0
46.12077187090378,19,21.252014312717805,2,2886,0.48821052998283443,0,0
87.84247267468436,1,38.82478852837706,3,115,0.08016890326161463,0,0
20.5082196056234,1,65.56695894860125,4,849,0.6446356101938077,0,0
27.504263343690962,1,3.08043856630126,2,2397,0.8685531600607004,0,0
10.953565568948676,1,59.55180308382176,1,1104,0.3637432040323756,0,0
10.012090131931911,7,5.109804487369715,4,178,0.8085319068265441,0,0
74.62875005132238,21,16.993693989618503,2,1756,0.24379009107039884,0,0
128.53998568420312,17,21.243000146587733,4,2347,0.9413918627668221,0,0
30.814639281889523,12,42.32486937160614,1,444,0.04493642704931877,0,0
90.33571506453025,16,32.55969363172047,1,2982,0.2921565507162138,1,0
47.54306942959987,7,54.52259515327751,3,2524,0.18148591386250457,0,0
17.372356663369064,9,30.964060763853073,2,677,0.48413297776645114,0,0
47.531640520676056,13,8.272060849739173,3,546,0.7097041050808428,0,0
154.1670209700703,18,3.940958007529401,1,969,0.36809551060808265,0,0
31.950056873175445,18,3.3839301928673757,1,2769,0.519269897879459,0,0
158.3240141784468,23,1.8321579120723186,2,32,0.8366669044860031,0,0
2.4115143132194645,4,53.88314067783032,3,1208,0.18867264247834237,0,0
75.33181114613114,23,13.31830943960422,3,1738,0.3960709727087848,0,0
36.12723699448505,17,67.25849449487356,2,1840,0.03713161635150053,0,0
24.556894492383158,9,29.8229556339489,2,1476,0.027364391689620238,0,0
36.2979322390038,15,61.48646162540527,5,2816,0.8750534824897145,0,0
4.537749051189052,17,40.58567494618088,4,78,0.3293228989285233,0,0
26.584493964822617,8,17.509261272322995,3,111,0.9277176582524492,0,0
47.32849623589382,9,5.119354357198784,4,2021,0.4823497902656403,0,0
145.1683414811557,21,5.861875455725959,4,2170,0.05850360876450167,1,0
19.72190174161617,11,9.284503388290549,2,1816,0.36738792082461436,1,0
14.753884397620823,4,0.4919527390276556,2,2311,0.46623519383211975,0,0
20.05027674530076,14,21.98258291329099,2,2242,0.30185134984535045,0,0
82.71509542364363,22,16.20128958828737,6,1411,0.474611764905268,0,0
46.005047082707776,6,2.1300288203672686,1,2915,0.4416506073084363,0,0
19.49659424538268,19,34.846054286495416,3,1563,0.6456233776243709,0,0
55.3273539726027,6,34.595376879268215,6,463,0.7002134661079327,0,0
36.49143404502749,2,2.524202195068099,2,2213,0.5840215641399551,0,0
87.23843398621658,2,4.560347835752387,3,1669,0.26528687155953135,0,0
16.410919002481133,6,5.763981543486211,6,1324,0.5453077245445597,0,0
23.863207876059892,0,14.915982054313954,4,2244,0.4982106293790165,0,0
22.373827193805344,23,57.97824356124983,4,2187,0.2245157224042853,0,0
7.66362455902788,17,21.8892284919498,4,1089,0.4578713728012014,0,0
44.5280922746258,0,22.85685318967839,2,2517,0.7480792330799825,1,0
42.99377217995261,5,6.889232345212132,0,1067,0.8283511271621399,0,0
33.28522006749379,19,19.57093232795434,3,1202,0.6596434677808601,0,0
26.190922116508936,6,4.74742153371583,2,2799,0.32453735304143305,0,0
8.041609566151918,11,24.829218605774198,0,2886,0.8830510392644841,0,0
21.744365733369133,2,5.353893730100692,4,2922,0.7697772084467726,0,0
23.506699919495198,1,0.2816705079127573,2,363,0.2092915618084933,0,0
14.845885123329056,14,14.83378734123518,3,1230,0.023073233448084762,0,0
28.18286835888319,19,7.076325617907053,3,1663,0.7565869587037243,0,0
49.60297723429986,3,19.829267677599535,5,2659,0.6248002166503814,0,0
218.36891457545156,19,27.413558636137676,1,2330,0.8108355030316334,0,0
39.43200565568336,18,33.61751476501321,4,2532,0.8667546940685592,0,0
42.843347868743535,22,79.77541810330497,0,405,0.14572200569374494,0,0
30.73967250157736,20,16.219593121530888,1,487,0.07569369413910731,0,0
4.860925173441486,10,13.173987790533701,4,537,0.352356820152235,0,0
32.24897063864333,19,5.635682885697683,2,169,0.33028679743903544,0,0
35.17129299448444,4,27.47609457708251,4,2626,0.35888727395698183,0,0
388.8688392061953,22,13.182832730635736,2,216,0.8541451535303718,0,0
27.320546419569315,19,7.9216832079699095,2,2940,0.94714557667485,0,0
44.770406069356184,11,11.31598846450714,3,2895,0.11504684269747312,0,0
31.98567768593327,15,9.256280085340755,0,2777,0.8865728223083672,0,0
10.291537569843346,9,76.79834828449773,0,1194,0.4743012031430668,0,0
103.83704699430119,20,5.1327361862482235,4,1043,0.11269782758720304,0,0
70.24105946319041,21,10.706511270676932,2,2645,0.25720910898828353,0,0
73.0418048959427,5,7.343052054733206,2,2678,0.17632169033714784,0,0
13.337939192131877,11,3.766036234223632,4,1092,0.24150145236027898,0,0
134.66555185254634,6,7.118594382895673,4,2246,0.7095102642659888,0,0
8.151067801077582,9,13.440124595781672,1,1527,0.7811576765470998,0,0
59.55242957039859,15,19.972456463717275,6,2188,0.18990114285988835,0,0
296.0284681287208,2,19.18779700610736,1,2949,0.7844684479674744,0,0
12.298332386694883,15,29.627628923297564,5,1284,0.3086498113118873,0,0
18.797093755210593,11,1.4788397467122967,6,586,0.22838435956050018,0,0
36.585477245351804,7,7.548014475180174,0,229,0.6889206329846966,0,0
20.01584772203871,4,8.695309490642753,2,2521,0.08207106508311279,1,0
7.024026077358195,16,23.56682954318996,3,1796,0.16086380377497034,0,1
35.46559156652357,19,4.651334098026284,4,2341,0.009667869079598157,1,0
11.446640562260322,19,4.823682632959162,4,50,0.5877611773939801,0,0
53.17521639870206,13,2.0008963338074754,0,2956,0.2030806116599967,0,0
13.204738807909017,23,15.24115369115358,5,257,0.8227555132472042,0,0
156.01223053122536,8,25.94844449920008,4,1062,0.2904184250052061,0,0
15.131016465477352,18,23.923434331662108,1,686,0.0012397089089691837,0,0
23.99723184236488,11,27.15780913911233,2,1281,0.060995188222997765,0,0
74.7027733062276,10,3.716274113581053,4,335,0.29437482026601525,1,0
9.671038363300807,0,17.664633053377383,2,2919,0.45188542379927354,0,0
41.57337484527185,10,1.95935041870796,0,2367,0.7548046198723615,0,0
122.3814436333491,7,68.03154953735225,2,2653,0.20003967212480478,0,0
6.636049060863128,19,2.2206427442147243,2,1701,0.9407105026832179,1,0
39.83053616873123,20,42.01033918826752,5,1878,0.4352963715179782,0,0
42.943392471200944,3,0.7827658942222111,2,2014,0.7611266353094164,0,0
72.37224516204597,3,15.148822296491694,5,1319,0.6379551173212074,0,0
9.612355374202123,10,38.31362369556099,4,765,0.44782863664489825,0,0
8.84226784160285,18,20.136256744140518,2,629,0.8087424297371749,0,0
55.809358234261836,3,13.61716473090832,4,693,0.7771088483096149,0,0
44.56659882704409,22,2.7248935743519587,2,873,0.004250944895451525,0,0
42.54204369509859,5,21.531318056263203,3,985,0.9632817583056074,0,0
46.82644977907983,8,18.442598069959168,3,112,0.645021044897849,0,0
16.776435927035752,10,12.274075570199415,2,2151,0.13192344011634838,0,0
41.77314617857216,11,5.355930436711559,3,348,0.8780686736337635,0,0
44.392585990479006,17,4.9721003438417535,0,2811,0.5977353911047076,0,0
16.210328194646568,19,70.1392462106928,6,1874,0.03530055388324582,0,0
213.95688251461786,8,67.08172356844685,1,2318,0.9969819257628907,0,0
53.18800605903519,23,55.28148762518663,3,955,0.8219289442233395,0,0
10.061301225692363,14,14.513152527811762,5,1125,0.14117986915007308,0,0
63.85108712926954,16,88.92195838912798,5,37,0.16963066004283867,0,0
12.494872120399,8,7.060216014469857,6,2922,0.6354788240063489,0,0
72.75405211985513,12,11.13339925602042,5,1317,0.4759570305271289,0,0
105.48782875476589,1,3.831225333785876,1,2727,0.3114330193900794,0,0
14.575145013397414,16,12.476439024768812,6,2735,0.9189099905049943,0,0
86.77999556329603,17,4.091997661795792,2,549,0.6785923042435082,0,0
50.03791044017183,5,1.3707384410276453,5,1863,0.6034245028073395,0,0
75.3436885657142,1,0.2006156600600859,3,238,0.9704437090374606,0,0
220.69749934881727,0,9.51122830912261,3,342,0.015992220526718337,1,0
25.90955666874564,4,45.57778456566279,6,352,0.20699169631736447,1,0
15.58429748179976,13,11.503454056746241,3,2669,0.08964064337987665,0,0
13.605655751487603,17,20.74741215909334,3,2191,0.5271171726844732,0,0
14.646328870771466,3,34.06351864547087,3,1766,0.6460665239654907,0,0
30.658142585845,13,16.101759480000283,1,2764,0.8749214335973179,0,0
46.579101497255635,14,16.565437168402312,1,1956,0.7477225740438181,0,0
43.671285307041806,23,14.852096707387227,1,2033,0.04990347795488126,0,0
75.7306714183628,21,2.672601928117897,4,2690,0.07432348680705891,0,0
33.54882672535599,7,20.192944150916745,3,1368,0.9704891232324343,0,0
141.67476979271095,20,25.687443829000678,2,2707,0.401247753030448,0,0
25.415091897328818,1,0.005561288627722725,4,749,0.47273735094610914,0,0
502.78827980500927,16,1.7405536289154366,4,524,0.1460960926056939,0,0
61.909110374170474,23,15.603868861730506,5,1468,0.8772361575452506,0,0
14.053092011828403,16,36.52019037055791,2,817,0.22688744362671287,0,0
11.348748822397676,19,15.233759706524834,5,497,0.8980063199919373,0,0
53.649514264030415,5,11.40232409962049,1,2865,0.2332564178949853,0,0
26.48390565387232,5,55.22502584774068,0,661,0.7656575896477863,1,0
67.6265389545942,18,1.587442904119818,4,362,0.849828629523736,1,0
53.15635285624245,0,2.9746796354218685,4,383,0.3024447917508981,0,0
30.789418856757298,5,23.11246914379938,5,2403,0.30507128055117816,0,0
14.199493315046185,4,2.3042729120552012,7,1095,0.7139718720252809,1,0
7.2801595291562196,3,2.903656392512739,8,513,0.14870470519087364,0,0
21.189060787897354,12,41.10334980146577,1,1999,0.08068076800004187,0,0
77.97582122373797,19,4.71937099909434,5,1761,0.5905019563289337,0,0
41.02139435445241,16,19.480137228511595,5,188,0.5664063381912445,0,0
9.528251439948843,12,10.108774056392281,3,1302,0.7406182229716206,0,0
39.376962054157424,21,2.940444563768617,3,2820,0.7362089940099824,0,0
48.6823908118588,15,9.758088655735135,6,2681,0.1928288100363308,0,0
13.682840968904717,12,10.76541464244585,3,1197,0.12642274359569017,0,0
38.618255533262065,22,19.811383253818228,5,2587,0.6443480181209961,0,0
35.1002663389042,0,3.3326656106696237,2,2247,0.1739690096126726,0,0
10.559539846317644,9,0.7613618365949362,2,2767,0.9380381591391439,0,0
47.3604437545061,17,18.627583067749924,2,1241,0.9245002971193275,0,0
58.01981130040898,22,1.3528990383010853,3,2822,0.6401122274578582,0,0
97.81238873255445,23,3.3415794245502966,4,2686,0.9621468138626065,0,0
94.99289050730337,23,79.7673659779775,3,1051,0.08167388829330502,0,0
8.350576947985566,16,0.4605805585195798,3,504,0.6700880923935587,0,0
12.963982820190873,16,20.55992507366525,1,568,0.04561348580871338,0,0
55.425250061884924,9,2.989151111284793,4,2556,0.5224657812413243,0,0
55.3560496293624,19,34.42716766789174,4,1805,0.8719202699655019,0,0
55.42593839773743,1,17.43427192898169,3,2069,0.6522064743272371,0,0
1560.4530748224834,9,12.791096930156986,5,1506,0.37794548837378295,0,0
58.60913141824116,19,12.33880460441772,3,868,0.33394978133617215,0,0
103.08621121030896,5,22.23056158443822,1,2733,0.6374068506086628,0,0
85.97028931591672,2,36.487627725369876,2,855,0.6049214887939148,0,0
63.52231435314734,9,0.1390843915318776,1,243,0.5150253254933221,0,0
24.16078236886723,18,0.4091809470006821,0,2255,0.13298390896662626,0,0
70.73703157956788,16,6.3615064746375065,1,1593,0.7148283957911082,0,0
15.28962945931303,11,26.808247062286533,2,274,0.4045745924625582,0,0
26.132542931427853,20,4.308007641202613,4,1577,0.032066404491984724,0,0
20.381679878019856,11,10.442163189127678,4,2315,0.21637981288360952,0,0
35.940835903351584,22,14.169031023428628,6,413,0.47002448835626454,0,0
335.17693838493364,5,9.334104295931537,1,1284,0.2953808130912724,1,0
5.117851936716182,11,12.49617007127304,3,2510,0.43162554674004283,0,0
65.77633941944008,19,32.06402089448277,1,1941,0.3851246401168885,0,0
6.601415718350644,5,5.206495659652868,1,2829,0.8368741025381122,0,0
20.657286911082245,2,7.912500027894164,8,2972,0.8843076055751253,0,0
98.39112402260523,2,14.955360697151466,2,2148,0.7978834824720882,0,0
35.31401882995445,22,40.063520359056895,2,1444,0.9369320692399564,0,0
11.271249844893115,8,4.594126190682079,6,2017,0.07947005193543977,0,0
16.194898589118104,0,14.878490790446195,3,2823,0.10064334944438558,0,0
65.33956501750072,3,41.71317821603885,4,517,0.6242554861566993,1,0
15.952784140843143,11,2.387006937647817,3,51,0.7831970869728276,0,0
41.11851840874208,4,25.56201112752838,4,82,0.9538026944939999,0,0
34.65949936127854,17,5.065072783767439,3,1924,0.2762439914357847,0,0
17.260137506461167,15,3.813707099475161,4,526,0.6945377873192069,0,0
282.57502465425455,9,5.392900682288594,3,327,0.38555348351820495,0,0
62.42207771395174,11,13.977901562943737,3,2946,0.3437064220933579,0,0
4.3704125659801685,10,18.496299646317375,2,1582,0.522513912006854,0,0
39.90311195720759,18,4.3196485967415725,4,329,0.1280313957703858,0,0
17.085216120882464,4,2.3748378939087402,3,186,0.9481848976342572,0,0
77.66722353079017,23,12.053886174086202,3,38,0.5198154470533063,0,0
14.991438351300777,2,1.1822021480376959,4,803,0.6183268931461193,1,0
29.525773460307562,18,15.484364189719063,2,1624,0.2273638590431588,0,0
54.871126377959335,5,22.968908856137695,3,347,0.04947689152767909,0,0
78.70881794333678,23,58.29802785299552,5,1030,0.38862318765402315,0,0
9.97122647486781,16,3.084965758670441,4,2704,0.40819233217431217,0,0
23.700562076290876,22,11.35889526989075,0,1204,0.40157593105923794,0,0
20.595131004202496,12,5.933257304230011,4,1660,0.9598237453106679,0,0
17.230322494971578,6,4.915532470780463,5,824,0.09680982579359054,0,0
193.5341998534224,18,14.659589739569178,0,2835,0.40919079165272254,0,0
49.64917186823073,18,3.0966071103219353,4,674,0.5805091904366344,0,0
9.385031680308009,11,0.3107044645100555,2,1047,0.3126474017501034,0,0
82.91881089320462,10,3.5379791031971193,4,570,0.9017603156891799,0,0
276.4848968903919,16,8.174883816546442,3,2619,0.53649095936993,0,0
92.98751720582159,16,0.22067645528214452,4,924,0.6410433967401388,0,0
7.2473075976076275,17,38.916924309208135,2,2331,0.5429080677200083,0,0
20.404713480632978,14,17.520831295026923,3,2508,0.571694369135427,0,0
117.55556896918564,5,0.5506614114284804,4,524,0.17047093333981578,0,0
16.31900752685362,7,5.191338432254115,1,2023,0.3162255814801158,1,0
51.61536647960409,10,21.832429297176112,3,2350,0.6682958864147587,0,0
71.85383983157524,12,0.607942600605493,3,2190,0.9213943327008084,0,0
13.105991976569701,16,9.463078499836671,1,2692,0.9243117672175991,0,0
31.20176438251689,16,2.0332300809524444,2,2361,0.3022409018135528,1,0
1.295287476292983,17,9.938423095592054,4,2946,0.0016435428682717301,0,0
11.888985207588222,15,68.8538359943408,3,1673,0.24015218559704254,0,0
25.724191395869575,22,12.139681016956432,2,1415,0.936576283324694,0,0
9.50879175021521,15,19.022716731824474,5,750,0.20364598208161433,0,0
169.42516144676188,3,10.499928312420838,2,679,0.12347904522941655,0,0
7.923702801714584,16,7.567348263259154,5,2698,0.31342783133394225,0,0
21.326608390558036,7,18.863984784662218,4,1146,0.894087674267117,1,0
37.7407562170025,19,19.390225797886426,3,2678,0.2610596277010502,0,0
139.94833084095018,6,19.107550390004967,3,789,0.28177990618778515,0,0
7.878502508519507,7,0.5436771372825087,4,2768,0.8332895503331725,0,0
105.9708177702771,0,23.84947399486215,3,2257,0.5988672010217228,0,0
33.45606417982076,1,22.530097839846594,2,2869,0.8942876730269187,0,0
12.409860385003322,12,1.4542893218245936,2,1166,0.5187175034237685,0,0
52.56778471701269,1,4.218533922399282,3,266,0.6379235308548874,0,0
40.40928945632852,4,14.694035989035374,2,2536,0.12547294348030003,0,0
18.170204239817764,4,8.95008358081541,2,1532,0.6668003889236663,0,0
35.509564580293194,5,17.161216268641745,4,2216,0.15370094177707672,0,0
22.526365048337762,17,28.576782217386043,1,427,0.9231291109642286,0,0
37.09630412026743,15,15.884190060908864,3,350,0.12129113025369531,0,0
64.20818369912513,23,12.285928587529902,3,2335,0.7186427925800024,0,0
161.74431988686786,16,6.120924612465818,3,2117,0.2091766620246881,0,0
9.604046318418733,8,19.115788055971457,3,1452,0.9626935128238927,0,0
279.508687571094,20,35.114719944123905,5,938,0.7581072861340364,0,0
4.701643838680651,7,6.087057059863843,5,93,0.34361947296656414,1,0
28.451898941325723,7,31.036651134856207,1,568,0.5949928026774259,0,0
59.63944633988059,1,10.812215485671073,3,2427,0.42266912544298185,0,0
43.859523013922114,8,2.372528398770791,6,2475,0.5635359181336266,0,0
17.76624804763708,5,48.300164503156495,3,2341,0.0411847854059999,0,0
26.893315186385706,18,22.891088490007782,0,633,0.7766694950408953,1,0
20.226610022551448,0,36.778001159025365,1,1488,0.2974790316234278,0,0
18.368463300412312,18,21.278851242678563,2,2729,0.4490942667218112,0,0
77.44764014670088,0,2.6371574781955975,1,2279,0.5302443518948127,0,0
47.323901546004926,20,15.601181696111892,2,2901,0.08045053590924645,0,0
16.56166031898066,23,20.08218272902214,0,417,0.46886509394261644,0,0
81.41828469069121,12,6.0550058905250275,4,1628,0.17910850658631783,0,0
45.02867553241637,6,19.93374497782967,5,444,0.2135750700179525,0,0
74.65385165519517,20,16.730639817692396,4,1244,0.18327416943168906,0,0
62.15484937872375,12,0.43646313288531996,2,1640,0.06829971197123885,0,0
14.454488498777181,17,42.83568925813868,1,2582,0.42250526735125815,0,0
18.912422093682782,1,15.265000880973606,3,2000,0.4020341480670616,0,0
69.91593593253224,2,17.559171479393466,3,1756,0.606981912730853,0,0
60.96928821072764,5,3.2817047037774563,3,2398,0.4960884040847142,0,0
32.43046977519267,12,32.59134268642191,1,731,0.06532986707438426,0,0
37.23791204524828,19,15.163205442200358,3,2761,0.4030240948458027,0,0
118.82655344364264,8,1.8541655522541527,3,293,0.7892583704793482,0,0
18.327975550702128,2,24.140793500859218,3,2393,0.5909839572887987,0,0
57.23109566447488,21,13.425126549784094,3,1824,0.8718523598842036,0,0
27.053255454381755,14,8.149149756955984,5,348,0.07832795750793498,0,0
26.63746801765273,3,50.91395567418596,3,1092,0.7321641249122428,0,0
99.36270598741585,16,34.43847877559879,3,2938,0.6850719754804874,0,0
75.59698103495262,16,0.8747403378521068,4,2124,0.5102682211676007,0,0
74.70220695908235,12,23.988207469029,4,2743,0.8775772372109388,0,0
122.17797670773126,10,3.7780962507899845,1,1082,0.16731957855013413,0,0
33.81835970762874,7,0.3363833150069703,5,2536,0.27113659289265046,0,0
65.49363558604544,2,4.934376255132767,2,662,0.42432486601637,1,0
24.28194920902368,17,0.9786531575629519,6,757,0.20216623518908028,0,0
45.79460788810443,0,20.33520129012832,2,2548,0.9134282897393687,1,0
29.07436754502095,7,28.331361182784963,4,2596,0.8085994266109671,0,0
36.48845703634646,8,3.9238521327632996,1,1693,0.1228778760894862,0,0
60.048767601147155,16,4.698032942227583,3,483,0.9671500697698596,0,0
14.611067898593674,7,2.8788452692552005,3,821,0.9352961522725315,0,0
268.3755419802409,10,16.527505469556484,2,2676,0.5996406642984612,0,0
12.109407362428131,0,13.44089568577306,2,1297,0.8003872589648018,0,0
9.833661895412616,1,0.12340642666518817,0,2773,0.1697125076457494,0,0
105.43671061283477,14,9.22904047866497,2,1211,0.21684715591137937,0,0
73.08789032199631,16,1.8433160172541527,2,1572,0.9336791750846983,0,0
61.813378217792625,14,17.301780085365788,6,2824,0.39910785409396765,0,0
62.07513519143055,17,12.840999903579151,3,2336,0.9858173119034113,0,0
32.712367818764314,11,12.28273089862553,1,604,0.8224431058689297,0,0
13.500755252567469,13,26.57066347876793,4,2670,0.5547566762923202,0,0
35.72335077121587,11,12.300344161415191,2,2583,0.30288019704004576,0,0
16.824535854405383,1,13.317678696604723,4,2536,0.7783582053897249,0,0
87.80511298666275,20,20.02783946332441,4,2731,0.007464453644947966,0,0
28.586729838795396,15,7.17226936112887,4,92,0.33062244195115464,0,0
14.505136139261802,18,55.42086911089627,4,2057,0.8656837191852963,0,0
24.01345164029086,0,6.611180997848739,1,2624,0.8156727450387304,0,0
50.045443080605736,1,49.016059351395604,6,1793,0.010561664213398547,0,0
18.845524284180566,11,33.60596262726212,2,2139,0.6129118954227192,0,0
14.552744546191189,3,47.34169782295456,7,1437,0.5033291859350231,0,0
42.25350088238433,6,4.04915203471856,3,2790,0.0673916381021823,0,0
42.30759289927514,16,5.260150915852457,2,2002,0.7988204069739785,0,0
19.946562537973318,4,37.653611781127616,3,384,0.6656581021078001,0,0
20.675753689269204,1,63.01142622733836,6,1159,0.034716171643260796,0,0
41.76463535763183,12,27.98426565630634,1,2400,0.237298026900168,0,0
7.782796014332569,7,20.32250704379006,2,891,0.6500398717185234,0,0
8.105446358172658,17,33.15216434217082,0,1696,0.5125829085591121,0,0
16.14411809599255,3,0.8497422475557241,1,1281,0.9817583087152505,0,0
26.75049153432512,5,38.52992478217854,1,88,0.9583720436820445,0,0
45.19143445164614,8,6.601427386744721,5,1096,0.5310911404493133,0,0
144.80039631784354,9,1.1664918410800749,2,300,0.23490029202816154,0,0
78.07419739569228,3,22.888811317913454,6,1939,0.7366115986905333,0,0
28.220861389474244,3,27.9499893573986,7,304,0.018411260053910472,0,0
32.49167140709589,6,19.733348205203637,4,2646,0.11625526266281505,0,0
12.151718928325675,13,8.619955513922749,2,615,0.8747031385748453,0,0
32.50802116650701,11,2.4932606965932322,3,2193,0.5934161366509451,0,0
24.812346228294217,14,29.305938706469426,3,237,0.712029495397194,0,0
45.728354786208754,16,0.9702960727811916,4,1669,0.32815755323725626,0,0
14.480009694219989,20,28.51711973205804,2,572,0.6124787420484149,0,0
55.66471783819794,20,63.14125512394912,2,1281,0.9607885796610822,0,0
153.35245706121336,12,114.97820994673856,2,2872,0.04958640985044749,0,0
29.70275645821989,0,10.09376346023741,1,82,0.44891046103744314,0,0
49.48708478512233,21,2.300650622604952,6,2341,0.3271656438507592,0,0
66.03229837953107,12,1.9860608047884303,5,2774,0.38461846567202285,0,0
22.1708758317529,15,13.52706045590648,2,2022,0.929314645826594,0,0
41.43361391923649,12,31.38074694390619,5,1739,0.24619519256581957,1,0
33.535091591926296,8,0.9812484971859821,5,853,0.42919693611403453,0,0
36.51328250174673,22,3.686323515919466,4,2150,0.6010912164336811,0,0
15.286807723243825,17,17.76461816600104,3,322,0.698143787833882,0,0
33.93714625651112,15,1.7866092255306247,1,420,0.6160305177997006,0,0
54.488969748262335,19,42.14225461827205,5,1586,0.010765324720940828,0,0
141.33650506293068,11,13.987270621327594,2,2271,0.46238365442921725,0,0
86.4244676476241,7,9.78245766943733,3,33,0.9027105404837984,0,0
285.1976525203089,0,0.26640987566357405,1,2716,0.03702950987348674,0,0
15.373610522861838,12,2.397938112554792,2,155,0.11794772076066162,0,0
79.22727625755871,21,35.15966091757347,6,831,0.9600803612548912,0,0
39.77911420125465,18,24.010457416770148,2,55,0.5743162656386605,0,0
295.83531558193687,12,0.4119251220864677,7,2822,0.16119437875395326,0,0
14.756766371438689,2,72.9724051059891,3,796,0.9384989256838122,0,0
14.300266276392179,0,8.716038974157605,3,2484,0.043270054208567776,0,0
18.185186872148268,13,18.647937183045016,1,1578,0.7763335235933251,0,0
3.9594466303457514,23,25.646018627073673,2,982,0.982158294941793,0,0
19.57483824152779,20,62.70823843257827,4,2456,0.23452514952487424,0,0
15.50042338085926,0,44.22441537914161,2,2281,0.994513098216126,0,0
38.48981983568113,4,18.19694128020975,2,1291,0.34185448872980795,0,0
46.60724381743858,4,3.0013630621503555,4,1275,0.5332515369862011,0,0
216.19285125132114,10,37.28938229131093,4,2793,0.8626958097044861,0,0
